iso_time,epoch,x,y,z,load_value,load_unit,load_raw,last_cmd,last_printer
2025-11-06T16:22:41.310766,1762413761.310766,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.323482,1762413761.323482,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.336094,1762413761.336094,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.348703,1762413761.348703,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.360057,1762413761.360057,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.372662,1762413761.372662,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.384976,1762413761.384976,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.395564,1762413761.395564,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.407531,1762413761.407531,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.420128,1762413761.420128,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.432815,1762413761.432815,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.444991,1762413761.444991,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.458001,1762413761.458001,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.471141,1762413761.471141,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.483258,1762413761.483258,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.496787,1762413761.496787,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.508248,1762413761.508248,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.525159,1762413761.525159,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.538195,1762413761.538195,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.549890,1762413761.549890,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.562871,1762413761.562871,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.574827,1762413761.574827,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.590173,1762413761.590173,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.603308,1762413761.603308,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.615797,1762413761.615797,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.628780,1762413761.628780,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.641985,1762413761.641985,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.654902,1762413761.654902,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.666740,1762413761.666740,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.679660,1762413761.679660,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.693392,1762413761.693392,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.706409,1762413761.706409,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.718751,1762413761.718751,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.731765,1762413761.731765,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.743088,1762413761.743088,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.756140,1762413761.756140,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.769252,1762413761.769252,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.782660,1762413761.782660,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.793886,1762413761.793886,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.806914,1762413761.806914,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.819931,1762413761.819931,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.832956,1762413761.832956,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.846627,1762413761.846627,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.858277,1762413761.858277,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.871268,1762413761.871268,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.883288,1762413761.883288,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.902778,1762413761.902778,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.915875,1762413761.915875,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.928296,1762413761.928296,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.940850,1762413761.940850,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.953334,1762413761.953334,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.966420,1762413761.966420,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.979208,1762413761.979208,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:41.990865,1762413761.990865,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.003769,1762413762.003769,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.019976,1762413762.019976,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.032503,1762413762.032503,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.045725,1762413762.045725,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.058439,1762413762.058439,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.071386,1762413762.071386,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.083503,1762413762.083503,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.096436,1762413762.096436,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.110130,1762413762.110130,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.123248,1762413762.123248,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.136223,1762413762.136223,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.149285,1762413762.149285,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.162222,1762413762.162222,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.175077,1762413762.175077,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.188064,1762413762.188064,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.201762,1762413762.201762,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.214858,1762413762.214858,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.227807,1762413762.227807,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.241383,1762413762.241383,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:22:42.266528,1762413762.266528,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.279005,1762413762.279005,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.292243,1762413762.292243,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.306015,1762413762.306015,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.316743,1762413762.316743,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.329691,1762413762.329691,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.341794,1762413762.341794,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.357732,1762413762.357732,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.372742,1762413762.372742,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.383414,1762413762.383414,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.396439,1762413762.396439,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.407759,1762413762.407759,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.420430,1762413762.420430,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.432731,1762413762.432731,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.445369,1762413762.445369,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.457932,1762413762.457932,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.470483,1762413762.470483,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.483015,1762413762.483015,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
2025-11-06T16:22:42.495548,1762413762.495548,0.0,0.0,0.0,,,,G28 X,X:0.00 Y:0.00 Z:40.00 E:0.00 Count X:0 Y:0 Z:32000
