iso_time,epoch,x,y,z,load_value,load_unit,load_raw,last_cmd,last_printer
2025-11-06T16:28:58.485162,1762414138.485162,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.497926,1762414138.497926,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.510585,1762414138.510585,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.523195,1762414138.523195,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.535828,1762414138.535828,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.548478,1762414138.548478,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.560852,1762414138.560852,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.573470,1762414138.573470,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.586069,1762414138.586069,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.598694,1762414138.598694,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.611332,1762414138.611332,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.623966,1762414138.623966,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.635363,1762414138.635363,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.647061,1762414138.647061,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.659770,1762414138.659770,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.670742,1762414138.670742,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.683404,1762414138.683404,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.696215,1762414138.696215,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.708138,1762414138.708138,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.719481,1762414138.719481,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.732268,1762414138.732268,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.745084,1762414138.745084,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.759247,1762414138.759247,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.772748,1762414138.772748,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.785800,1762414138.785800,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.797119,1762414138.797119,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.810169,1762414138.810169,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.823229,1762414138.823229,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.835769,1762414138.835769,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.848188,1762414138.848188,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.861230,1762414138.861230,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.874459,1762414138.874459,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.887588,1762414138.887588,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.901183,1762414138.901183,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.913718,1762414138.913718,0.0,0.0,0.0,,,,G28 X,
2025-11-06T16:28:58.926705,1762414138.926705,0.0,0.0,0.0,,,,G28 X,
